pl_name,pl_rade,pl_bmasse,pl_orbper,discoverymethod,hostname,disc_year
55 Cnc e,1.9335,8.117035,0.7365461449999999,Radial Velocity,55 Cnc,2004
AU Mic b,4.07,17.0,8.46308,Transit,AU Mic,2020
AU Mic c,2.79,13.6,18.859018,Transit,AU Mic,2021
BD+20 594 b,2.35545351,19.274050000000003,41.6855,Transit,BD+20 594,2016
BD-14 3065 b,21.1506,3932.0,4.28897135,Transit,BD-14 3065 A,2024
CFHTWIR-Oph 98 b,20.8487041,2479.0615746,8040000.0,Imaging,CFHTWIR-Oph 98 A,2021
COCONUTS-2 b,12.44196858,2272.4731100500003,402000000.0,Imaging,COCONUTS-2 A,2021
CoRoT-1 b,17.042579500000002,340.0781,1.5089682,Transit,CoRoT-1,2008
CoRoT-10 b,10.7088345,874.0,13.2406,Transit,CoRoT-10,2010
CoRoT-11 b,16.02887,767.55945,2.994325,Transit,CoRoT-11,2010
CoRoT-12 b,16.14,286.36483,2.828042,Transit,CoRoT-12,2010
CoRoT-13 b,11.226530310000001,416.99296,4.03519,Transit,CoRoT-13,2010
CoRoT-14 b,12.21781,2415.4,1.51214,Transit,CoRoT-14,2010
CoRoT-16 b,13.112265,169.08203500000002,5.35227,Transit,CoRoT-16,2011
CoRoT-17 b,11.43,772.29,3.7681,Transit,CoRoT-17,2011
CoRoT-18 b,14.68,1074.2654,1.9000731,Transit,CoRoT-18,2011
CoRoT-19 b,13.976416375,352.78,3.89713,Transit,CoRoT-19,2011
CoRoT-2 b,16.432197,1077.41865,1.74299673,Transit,CoRoT-2,2008
CoRoT-20 b,11.209,1347.54,9.24285,Transit,CoRoT-20,2011
CoRoT-21 b,14.5717,711.9392,2.72474,Transit,CoRoT-21,2012
CoRoT-22 b,4.88,12.2,9.75598,Transit,CoRoT-22,2014
CoRoT-23 b,11.77,972.5598,3.6313,Transit,CoRoT-23,2011
CoRoT-24 b,3.7,5.7,5.1134,Transit,CoRoT-24,2014
CoRoT-24 c,5.0,28.0,11.759,Transit,CoRoT-24,2014
CoRoT-25 b,12.107859999999999,89.467095,4.86069,Transit,CoRoT-25,2013
CoRoT-26 b,14.12167,174.8007,4.20474,Transit,CoRoT-26,2013
CoRoT-27 b,11.2872315,3287.8795,3.57532,Transit,CoRoT-27,2014
CoRoT-28 b,10.704595,153.35297500000001,5.20851,Transit,CoRoT-28,2015
CoRoT-29 b,10.0881,268.56635,2.85057,Transit,CoRoT-29,2015
CoRoT-3 b,11.320545,6849.0926,4.2567994,Transit,CoRoT-3,2008
CoRoT-30 b,11.309881,921.707,9.06005,Transit,CoRoT-30,2020
CoRoT-31 b,16.36514,266.9772,4.62941,Transit,CoRoT-31,2020
CoRoT-32 b,6.38913,47.6745,6.7183689,Transit,CoRoT-32,2018
CoRoT-35 b,18.83108758,349.6112477,3.22748,Transit,CoRoT-35,2022
CoRoT-36 b,15.80466279,216.12331676,5.616531,Transit,CoRoT-36,2022
CoRoT-4 b,13.339355000000001,228.83,9.20205,Transit,CoRoT-4,2008
CoRoT-5 b,15.558,148.90005,4.037898721655,Transit,CoRoT-5,2009
CoRoT-6 b,13.069694,940.74,8.886593,Transit,CoRoT-6,2009
CoRoT-7 b,1.6324999999999998,5.27,0.853588295,Transit,CoRoT-7,2009
CoRoT-8 b,6.6641855,69.28694,6.2123355,Transit,CoRoT-8,2010
CoRoT-9 b,11.859397,266.97360000000003,95.272725,Transit,CoRoT-9,2009
DS Tuc A b,5.7,413.179,8.138268,Transit,DS Tuc A,2019
EPIC 201595106 b,1.352876045,7.67,0.8771985,Transit,EPIC 201595106,2021
EPIC 211945201 b,5.903448675,19.0,19.49213,Transit,EPIC 211945201,2018
EPIC 220674823 b,1.7185000000000001,8.120000000000001,0.5712955,Transit,EPIC 220674823,2016
EPIC 220674823 c,2.77,5.8,13.33918,Transit,EPIC 220674823,2016
EPIC 229004835 b,2.1198463700000003,14.850000000000001,16.139620999999998,Transit,EPIC 229004835,2023
EPIC 246851721 b,12.742202765,953.49,6.18026138745,Transit,EPIC 246851721,2018
EPIC 248847494 b,12.44199,4131.79,3650.0,Transit,EPIC 248847494,2018
EPIC 249893012 b,1.95,8.75,3.5951,Transit,EPIC 249893012,2020
EPIC 249893012 c,3.67,14.67,15.624,Transit,EPIC 249893012,2020
EPIC 249893012 d,3.94,10.18,35.747,Transit,EPIC 249893012,2020
G 9-40 b,2.025,7.85,5.7459982,Transit,G 9-40,2019
GJ 1132 b,1.19151465,1.63,1.6289302,Transit,GJ 1132,2015
GJ 1214 b,2.678,6.45,1.580404571,Transit,GJ 1214,2009
GJ 1252 b,1.193,1.32,0.5182416999999999,Transit,GJ 1252,2020
GJ 143 b,2.86597,26.665,35.61253,Transit,GJ 143,2019
GJ 3090 b,2.0753399999999997,3.34,2.8531035,Transit,GJ 3090,2022
GJ 341 b,0.8739435,4.0,7.5768467,Transit,GJ 341,2025
GJ 3470 b,4.2,13.9,3.3366496,Radial Velocity,GJ 3470,2012
GJ 3473 b,1.23736694,1.86,1.19800153021,Transit,GJ 3473,2020
GJ 357 b,1.217,1.84,3.93061285,Transit,GJ 357,2019
GJ 367 b,0.718,0.5895,0.3219233,Transit,GJ 367,2021
GJ 3929 b,1.09728674,1.48,2.6162745,Transit,GJ 3929,2022
GJ 414 A b,2.63,8.917037355,51.2125,Radial Velocity,GJ 414 A,2021
GJ 414 A c,8.4,56.155213445,747.2650000000001,Radial Velocity,GJ 414 A,2021
GJ 436 b,4.135,22.6603,2.6438975190000003,Radial Velocity,GJ 436,2004
GJ 486 b,1.3145696999999998,2.82,1.467119767365,Radial Velocity,GJ 486,2021
GJ 806 b,1.504615,1.9,0.9263237,Transit,GJ 806,2023
GJ 9827 b,1.577,4.87,1.2089759999999998,Transit,GJ 9827,2017
GJ 9827 c,1.241,1.655,3.64809585,Transit,GJ 9827,2017
GJ 9827 d,2.022,3.42,6.201469899999999,Transit,GJ 9827,2017
GPX-1 b,15.93351056,6261.2196179,1.744431025235,Transit,GPX-1,2021
Gaia-1 b,13.215824235,533.95172376,3.05239627562,Transit,Gaia-1,2022
Gaia-2 b,14.771371649999999,259.66580852,3.69154069495,Transit,Gaia-2,2022
Gliese 12 b,0.958,6.9350000000000005,12.76142,Transit,Gliese 12,2024
HAT-P-1 b,14.5331,168.13207,4.46529913,Transit,HAT-P-1,2006
HAT-P-11 b,4.81987,25.0,4.887802706,Transit,HAT-P-11,2008
HAT-P-12 b,10.749431,66.394687,3.2130584,Transit,HAT-P-12,2009
HAT-P-13 b,15.513391500000001,283.18653,2.916241945,Transit,HAT-P-13,2009
HAT-P-14 b,13.4508,724.6524,4.6276665,Transit,HAT-P-14,2010
HAT-P-15 b,11.94877,618.960835,10.863501,Transit,HAT-P-15,2010
HAT-P-16 b,14.448401,1332.66119,2.77596775,Transit,HAT-P-16,2010
HAT-P-17 b,11.54527,177.508055,10.338523,Transit,HAT-P-17,2010
HAT-P-18 b,10.94146725,62.45234,5.5080287,Transit,HAT-P-18,2010
HAT-P-19 b,12.1165071,90.26372,4.008784115,Transit,HAT-P-19,2010
HAT-P-2 b,12.968813,2828.6,5.63346982,Transit,HAT-P-2,2007
HAT-P-20 b,9.75,2302.899,2.87531773,Transit,HAT-P-20,2010
HAT-P-21 b,11.951457999999999,1291.289,4.124481,Transit,HAT-P-21,2010
HAT-P-22 b,12.10586,687.943035,3.2122316900000003,Transit,HAT-P-22,2010
HAT-P-23 b,14.719434855,658.0,1.2128851985,Transit,HAT-P-23,2010
HAT-P-24 b,14.5717,227.24845,3.355244398665,Transit,HAT-P-24,2010
HAT-P-25 b,13.0304625,180.20961,3.652815615,Transit,HAT-P-25,2010
HAT-P-26 b,7.06167,18.910885,4.23450245,Transit,HAT-P-26,2010
HAT-P-27 b,11.43159,197.05,3.03957912,Transit,HAT-P-27,2011
HAT-P-28 b,13.585,200.705355,3.257215,Transit,HAT-P-28,2011
HAT-P-29 b,12.408,245.68259,5.7233724,Transit,HAT-P-29,2011
HAT-P-3 b,10.076891,189.42668,2.899737,Transit,HAT-P-3,2007
HAT-P-30 b,15.99522635,232.96939,2.81060097,Transit,HAT-P-30,2011
HAT-P-31 b,12.10572,698.893705,5.0053456999999995,Transit,HAT-P-31,2011
HAT-P-32 b,20.053,257.4423,2.150008197,Transit,HAT-P-32,2011
HAT-P-33 b,19.255737,225.9719,3.474476215,Transit,HAT-P-33,2011
HAT-P-34 b,13.983686500000001,1153.7229,5.4526520000000005,Transit,HAT-P-34,2011
HAT-P-35 b,14.930194,335.62848,3.64666120531,Transit,HAT-P-35,2011
HAT-P-36 b,14.313893,587.699453,1.32734683,Transit,HAT-P-36,2011
HAT-P-37 b,13.204101000000001,378.2177,2.7974424,Transit,HAT-P-37,2011
HAT-P-38 b,9.247425,84.85880499999999,4.6403288,Transit,HAT-P-38,2012
HAT-P-39 b,17.609339,185.608635,3.543871605645,Transit,HAT-P-39,2012
HAT-P-4 b,14.93,210.716825,3.0565233,Transit,HAT-P-4,2007
HAT-P-40 b,18.711362995,184.65923,4.4572184,Transit,HAT-P-40,2012
HAT-P-41 b,18.887165,254.2585,2.694047,Transit,HAT-P-41,2012
HAT-P-42 b,14.34752,305.7457,4.64184345361,Transit,HAT-P-42,2012
HAT-P-43 b,14.3588645,221.20544999999998,3.3326821,Transit,HAT-P-43,2012
HAT-P-44 b,14.645199999999999,111.871,4.3011903149999995,Transit,HAT-P-44,2014
HAT-P-45 b,15.984034,278.41290000000004,3.128992275,Transit,HAT-P-45,2014
HAT-P-46 b,13.892720125,156.684,4.46313574,Transit,HAT-P-46,2014
HAT-P-49 b,16.644208499999998,562.5591,2.69155175,Transit,HAT-P-49,2014
HAT-P-5 b,13.999675235000002,330.5383,2.78847355,Transit,HAT-P-5,2007
HAT-P-50 b,14.437192,430.50073499999996,3.1220109,Transit,HAT-P-50,2015
HAT-P-51 b,14.095457385,98.20947,4.2180252,Transit,HAT-P-51,2015
HAT-P-52 b,11.309881,259.82602499999996,2.7535973,Transit,HAT-P-52,2015
HAT-P-53 b,14.773462,470.547315,1.96162445,Transit,HAT-P-53,2015
HAT-P-54 b,11.3,410.0007,3.799853490765,Transit,HAT-P-54,2015
HAT-P-55 b,13.89611043,184.97706,3.5852324849999997,Transit,HAT-P-55,2015
HAT-P-56 b,16.75594879,692.8694,2.7908327,Transit,HAT-P-56,2015
HAT-P-57 b,17.08611392,518.0629,2.46529488,Transit,HAT-P-57,2015
HAT-P-58 b,14.942420585,118.2321674,4.0138358,Transit,HAT-P-58,2021
HAT-P-59 b,12.784474275,489.45574678,4.1419773499999994,Transit,HAT-P-59,2021
HAT-P-6 b,15.1547,344.686635,3.85299668,Transit,HAT-P-6,2007
HAT-P-60 b,18.312323759999998,182.43350562,4.7947813,Transit,HAT-P-60,2021
HAT-P-61 b,10.725058789999999,335.9446262,1.90240803646,Transit,HAT-P-61,2021
HAT-P-62 b,12.403801014999999,241.86741773,2.64532306,Transit,HAT-P-62,2021
HAT-P-63 b,13.083391554999999,195.1466419,3.377734962525,Transit,HAT-P-63,2021
HAT-P-64 b,18.625147065,184.34047606,4.007232,Transit,HAT-P-64,2021
HAT-P-65 b,18.05766791,171.78667374,2.60544751,Transit,HAT-P-65,2016
HAT-P-66 b,16.736055,248.86089,2.972086,Transit,HAT-P-66,2016
HAT-P-67 b,22.9965325,108.0622,4.81010335,Transit,HAT-P-67,2017
HAT-P-68 b,12.86096744,230.10892,2.29840555,Transit,HAT-P-68,2020
HAT-P-69 b,18.398742,1137.8314,4.7869568,Transit,HAT-P-69,2019
HAT-P-7 b,16.39,565.248615,2.2047354085000004,Transit,HAT-P-7,2008
HAT-P-70 b,20.573014999999998,2154.8874,2.7443216,Transit,HAT-P-70,2019
HAT-P-8 b,16.2513,430.34182,3.076343,Transit,HAT-P-8,2008
HAT-P-9 b,15.6913,241.86863,3.92281139,Transit,HAT-P-9,2008
HATS-1 b,14.594,572.87625,3.446455945,Transit,HATS-1,2012
HATS-10 b,10.861521,176.55456500000003,3.3128370499999997,Transit,HATS-10,2015
HATS-11 b,16.7966865,266.97720000000004,3.6191634,Transit,HATS-11,2016
HATS-12 b,8.32252552,758.02455,3.142833,Transit,HATS-12,2016
HATS-13 b,13.585308,180.368525,3.04405314,Transit,HATS-13,2015
HATS-14 b,11.6517555,340.0781,2.7667634999999997,Transit,HATS-14,2015
HATS-15 b,16.604475944999997,689.6911,1.7475602875499998,Transit,HATS-15,2016
HATS-16 b,14.159361964999999,1039.3041,2.686503074605,Transit,HATS-16,2016
HATS-17 b,9.195576500000001,425.25654,16.2546802,Transit,HATS-17,2016
HATS-18 b,14.986433,629.2239425,0.8378434,Transit,HATS-18,2016
HATS-2 b,13.092056,435.42491759,1.354133683,Transit,HATS-2,2013
HATS-22 b,11.38598875,870.8542,4.72281589368,Transit,HATS-22,2017
HATS-23 b,21.6761405,467.2101,2.1605107,Transit,HATS-23,2017
HATS-24 b,16.275123395,746.9005,1.348496825,Transit,HATS-24,2017
HATS-25 b,14.20630044,194.82979,4.29864661021,Transit,HATS-25,2016
HATS-26 b,18.71187062,206.5895,3.3023907305,Transit,HATS-26,2016
HATS-27 b,16.059023250000003,168.4499,4.6370478737,Transit,HATS-27,2016
HATS-28 b,13.4150165,213.58176,3.1810737500000004,Transit,HATS-28,2016
HATS-29 b,13.46198582,207.065727275,4.6058789,Transit,HATS-29,2016
HATS-3 b,15.479629,340.388965,3.547851,Transit,HATS-3,2013
HATS-30 b,14.04390029,224.38798,3.17435131,Transit,HATS-30,2016
HATS-31 b,16.357717555,279.6904,3.37796,Transit,HATS-31,2016
HATS-32 b,13.03292081,292.4036,2.812654,Transit,HATS-32,2016
HATS-33 b,12.935186,378.85336,2.5495627,Transit,HATS-33,2016
HATS-34 b,14.55787102,299.07803,2.1061608400000003,Transit,HATS-34,2016
HATS-35 b,16.034638,388.38826,1.8210003,Transit,HATS-35,2016
HATS-36 b,13.4,1022.14128,4.175187,Transit,HATS-36,2018
HATS-37 A b,6.792654,31.46517,4.3315366,Transit,HATS-37 A,2020
HATS-38 b,6.673051259999999,23.51942,4.375021,Transit,HATS-38,2020
HATS-39 b,18.37762614,200.2329,4.5776346,Transit,HATS-39,2018
HATS-4 b,11.43318,418.25523499999997,2.5167278,Transit,HATS-4,2014
HATS-40 b,16.400234310000002,505.3497,3.2642736,Transit,HATS-40,2018
HATS-41 b,13.225270115,3082.951,4.193649,Transit,HATS-41,2018
HATS-42 b,14.471157080000001,597.5204,2.292102,Transit,HATS-42,2018
HATS-43 b,13.56303617,82.95363,4.3888495,Transit,HATS-43,2018
HATS-44 b,11.944620910000001,177.9848,2.7439004,Transit,HATS-44,2018
HATS-45 b,14.15750544,222.481,4.1876183,Transit,HATS-45,2018
HATS-46 b,10.33615962,54.98459,4.7423714,Transit,HATS-46,2018
HATS-47 b,12.928661739999999,117.27927,3.9228029500000003,Transit,HATS-47,2020
HATS-48 A b,9.23335956,77.23269,3.13166718,Transit,HATS-48 A,2020
HATS-49 b,8.601712724999999,112.19399,4.147541311675,Transit,HATS-49,2020
HATS-5 b,10.222608,75.48327,4.76338959,Transit,HATS-5,2014
HATS-50 b,13.13618865,123.9537,3.830058873825,Transit,HATS-50,2017
HATS-51 b,14.407864020000002,244.09344,3.3488702,Transit,HATS-51,2017
HATS-52 b,15.463919,711.9392,1.3666559299999999,Transit,HATS-52,2017
HATS-53 b,14.86723,189.10885,3.8537774899999997,Transit,HATS-53,2017
HATS-54 b,11.37711541,240.437795235,2.5441765,Transit,HATS-54,2019
HATS-55 b,13.062479499999998,292.72143,4.2042001,Transit,HATS-55,2019
HATS-56 b,17.973246,191.33366,4.324768499999999,Transit,HATS-56,2019
HATS-57 b,12.7840255,1000.21101,2.3506186,Transit,HATS-57,2019
HATS-58 A b,11.140950895,327.3649,4.2180746378,Transit,HATS-58 A,2019
HATS-59 b,12.998266999999998,256.17098,5.4161077,Transit,HATS-59,2018
HATS-6 b,11.345241309999999,101.38777,3.325270895055,Transit,HATS-6,2015
HATS-60 b,11.7105885,210.40346,3.5608112,Transit,HATS-60,2018
HATS-61 b,11.6732625,1080.622,7.817953,Transit,HATS-61,2018
HATS-62 b,11.819902240000001,56.89157,3.276997743805,Transit,HATS-62,2018
HATS-63 b,13.02376617,305.1168,3.05664905,Transit,HATS-63,2018
HATS-64 b,17.390943425,305.1168,4.9088911500000005,Transit,HATS-64,2018
HATS-65 b,16.29974886,260.93843,3.105161,Transit,HATS-65,2018
HATS-66 b,14.44338151,1694.0339,3.141439,Transit,HATS-66,2018
HATS-67 b,17.827332499999997,460.8535,1.60918308,Transit,HATS-67,2018
HATS-68 b,15.142124540000001,410.0007,3.5862207,Transit,HATS-68,2018
HATS-69 b,10.342561955,183.38791,2.2252551,Transit,HATS-69,2018
HATS-7 b,6.310667,38.616344999999995,3.185315,Transit,HATS-7,2015
HATS-70 b,14.995449305000001,4100.007,1.8882378,Transit,HATS-70,2019
HATS-71 b,10.902088975,117.5971,3.79551895,Transit,HATS-71,2020
HATS-72 b,8.7938258,39.855882,7.3279485,Transit,HATS-72,2020
HATS-74 A b,11.79880868,464.02947422,1.7318544998249998,Transit,HATS-74 A,2021
HATS-75 b,9.786932475,156.05374784,2.7886548162149998,Transit,HATS-75,2021
HATS-76 b,11.925697285,835.570882,1.941639433755,Transit,HATS-76,2021
HATS-77 b,13.479795935,436.69623122,3.08762796672,Transit,HATS-77,2021
HATS-8 b,9.785457,44.972944999999996,3.583893,Transit,HATS-8,2015
HATS-9 b,13.74175585,261.57409,1.9153073,Transit,HATS-9,2015
HD 106315 b,2.39124388,11.55,9.553365,Transit,HD 106315,2017
HD 106315 c,4.33,14.6,21.057175,Transit,HD 106315,2017
HD 110067 b,2.2,5.69,9.113678,Transit,HD 110067,2023
HD 110067 c,2.388,6.3,13.673694,Transit,HD 110067,2023
HD 110067 d,2.852,8.52,20.519617,Transit,HD 110067,2023
HD 110067 e,1.94,3.9,30.793091,Transit,HD 110067,2023
HD 110067 f,2.601,5.04,41.05854,Transit,HD 110067,2023
HD 110067 g,2.607,8.4,54.76992,Transit,HD 110067,2023
HD 110113 b,2.101655,4.55,2.54047309,Transit,HD 110113,2021
HD 110113 c,2.11384817,10.5,6.7429397814000005,Radial Velocity,HD 110113,2021
HD 114082 b,11.2089807,2542.627256,109.75,Radial Velocity,HD 114082,2022
HD 118203 b,12.75582004,689.68764319,6.1349815,Radial Velocity,HD 118203,2005
HD 135694 b,2.5210065999999998,5.9,15.923467784,Transit,HD 135694,2023
HD 136352 b,1.59260643,4.699999999999999,11.57783620835,Radial Velocity,HD 136352,2019
HD 136352 c,2.7810139200000004,11.23,27.59207175355,Radial Velocity,HD 136352,2019
HD 136352 d,2.507,8.74,107.42165,Radial Velocity,HD 136352,2019
HD 137496 b,1.31,4.04,1.62116,Transit,HD 137496,2021
HD 1397 b,11.500434,124.27153,11.535205000000001,Transit,HD 1397,2018
HD 143811 AB b,15.69257298,1938.7532827,117000.0,Imaging,HD 143811 A,2025
HD 149026 b,8.29466,113.624225,2.8758911,Radial Velocity,HD 149026,2005
HD 152843 b,3.20755401,10.690000000000001,11.62075439967,Transit,HD 152843,2021
HD 152843 c,5.83,18.585,21.941052,Transit,HD 152843,2021
HD 15337 b,1.71220851,7.2,4.7560652,Transit,HD 15337,2019
HD 15337 c,2.456,8.11,17.179473,Transit,HD 15337,2019
HD 158259 b,1.28228,2.22,2.17797035,Radial Velocity,HD 158259,2020
HD 17156 b,12.26262489,1025.775025,21.2164387,Radial Velocity,HD 17156,2007
HD 183579 b,3.54,19.7,17.471284500000003,Transit,HD 183579,2021
HD 18599 b,2.67576585,24.8,4.137437,Transit,HD 18599,2022
HD 189733 b,12.76713,365.49,2.218575195,Radial Velocity,HD 189733,2005
HD 191939 b,3.39512346,9.83,8.8803232,Transit,HD 191939,2020
HD 191939 c,3.1823776,7.375,28.580474,Transit,HD 191939,2020
HD 191939 d,3.1168896,2.8,38.352531,Transit,HD 191939,2020
HD 202772 A b,21.1520525,323.23311,3.3088922,Transit,HD 202772 A,2019
HD 20329 b,1.69868,7.42,0.9260906,Transit,HD 20329,2022
HD 206893 b,14.01122587,8899.195396,9975.0,Imaging,HD 206893,2021
HD 206893 c,16.36511182,4036.4207689,2090.0,Imaging,HD 206893,2022
HD 207496 b,2.40687,6.1,6.441007,Transit,HD 207496,2023
HD 207897 b,2.38101,14.600000000000001,16.2016817,Transit,HD 207897,2021
HD 209458 b,15.46842,217.71355,3.52474859,Radial Velocity,HD 209458,1999
HD 213885 b,1.7326000000000001,8.83,1.00813555,Transit,HD 213885,2019
HD 21520 b,2.697,17.7,25.1292,Transit,HD 21520,2024
HD 21749 c,0.94642,3.7,7.7898513000000005,Transit,GJ 143,2019
HD 219134 b,1.5675,4.2339445950000005,3.0929386,Radial Velocity,HD 219134,2015
HD 219134 c,1.507,3.52790408,6.7648098999999995,Radial Velocity,HD 219134,2015
HD 219134 d,1.61,16.2849729,46.722,Radial Velocity,HD 219134,2015
HD 219134 f,1.31,7.72323029,22.7945,Radial Velocity,HD 219134,2015
HD 219666 b,4.575145,17.1,6.0351325,Transit,HD 219666,2018
HD 221416 b,8.763303875,60.5,14.2769,Transit,HD 221416,2019
HD 224018 b,0.91,4.1,10.6413,Radial Velocity,HD 224018,2025
HD 224018 c,2.42,10.4,36.57669,Transit,HD 224018,2025
HD 224018 d,2.4,4.2,138.0731,Transit,HD 224018,2025
HD 22946 d,2.607,26.57,47.42489,Transit,HD 22946,2023
HD 23472 b,1.872,13.120000000000001,17.667087,Transit,HD 23472,2019
HD 23472 c,1.87,10.295,29.79749,Transit,HD 23472,2019
HD 23472 d,0.7537940000000001,0.55,3.97666165,Transit,HD 23472,2022
HD 23472 e,0.8939094999999999,0.72,7.9075811,Transit,HD 23472,2022
HD 23472 f,1.146715,0.77,12.16225775,Transit,HD 23472,2022
HD 235088 b,2.0135,4.175000000000001,7.4341424499999995,Transit,HD 235088,2023
HD 25463 b,2.62,8.6,7.049144,Transit,HD 25463,2023
HD 25463 c,1.36354953,4.199999999999999,3.04405,Transit,HD 25463,2023
HD 260655 b,1.25663,2.14,2.7695118,Transit,HD 260655,2022
HD 260655 c,1.71451,3.09,5.705983399999999,Transit,HD 260655,2022
HD 2685 b,16.61808,371.8611,4.12690465,Transit,HD 2685,2019
HD 28109 b,2.55946293,12.347999999999999,22.89104,Transit,HD 28109,2022
HD 28109 c,4.23,8.5715,56.00450564844,Transit,HD 28109,2022
HD 28109 d,3.25,5.7405,84.26076445013,Transit,HD 28109,2022
HD 3167 b,1.627,5.02,0.959641,Transit,HD 3167,2016
HD 3167 c,2.8914999999999997,9.8,29.8454,Transit,HD 3167,2016
HD 332231 b,9.718203,75.82526,18.71204,Transit,HD 332231,2020
HD 35843 c,2.504034765,11.32,46.962152630455,Transit,HD 35843,2025
HD 42813 b,3.42633318,7.5,13.630828,Transit,HD 42813,2023
HD 5278 b,2.3731616300000002,7.8,14.339169,Transit,HD 5278,2021
HD 6061 b,2.42763557,10.4,5.2544884,Transit,HD 6061,2023
HD 63433 b,2.15,29.527499999999996,7.1079379,Transit,HD 63433,2020
HD 63433 c,2.626145505,16.3695,20.54383755,Transit,HD 63433,2020
HD 63454 b,12.31,120.0,2.818049,Radial Velocity,HD 63454,2005
HD 63935 b,2.91575244,10.65,9.058811,Transit,HD 63935,2021
HD 63935 c,3.00104262,11.1,21.4023,Radial Velocity,HD 63935,2021
HD 73344 b,2.90333467,11.455,15.611181663305,Transit,HD 73344,2024
HD 73583 b,2.705125,13.05,6.3980571,Transit,HD 73583,2022
HD 73583 c,2.39,16.1,18.87974,Transit,HD 73583,2022
HD 77946 b,2.89646124,9.64,6.527363,Transit,HD 77946,2024
HD 80606 b,11.242627,1307.87045,111.436545,Radial Velocity,HD 80606,2001
HD 80653 b,1.613,5.66,0.719573,Transit,HD 80653,2020
HD 86226 c,2.1441350000000003,7.35,3.98454745,Transit,HD 86226,2020
HD 88986 b,2.49,17.2,146.05,Radial Velocity,HD 88986,2023
HD 89345 b,7.117962609999999,35.7,11.8143,Transit,HD 89345,2018
HD 93963 A b,1.47977184,4.31,1.03761095,Transit,HD 93963 A,2022
HD 93963 A c,3.11976057,18.799999999999997,3.6451398,Transit,HD 93963 A,2022
HD 95338 b,4.27174254,42.44,55.087,Radial Velocity,HD 95338,2020
HD 97658 b,2.341,8.2,9.4897116,Radial Velocity,HD 97658,2010
HIP 116454 b,2.53,10.96,9.1004157,Transit,HIP 116454,2014
HIP 29442 c,1.5655000000000001,4.5,3.53795795,Radial Velocity,HD 42813,2023
HIP 29442 d,1.4540000000000002,5.119999999999999,6.4296625,Radial Velocity,HD 42813,2023
HIP 41378 b,2.595,6.89,15.5719676,Transit,HIP 41378,2016
HIP 41378 c,2.56,4.4,31.706255,Transit,HIP 41378,2016
HIP 41378 d,3.75,4.6,278.3618,Transit,HIP 41378,2016
HIP 41378 e,5.215,12.0,250.0,Transit,HIP 41378,2016
HIP 41378 f,9.7,12.0,433.039875,Transit,HIP 41378,2016
HIP 65 A b,14.335281165000001,979.390795325,0.9809727850000001,Transit,HIP 65 A,2020
HIP 8152 b,2.53625843,8.35,10.75101065786,Transit,HIP 8152,2023
HIP 8152 c,2.48,10.05,19.6053,Transit,HIP 8152,2023
HIP 94235 b,3.00403804,379.0,7.712121,Transit,HIP 94235,2022
HIP 9618 b,3.864190635,8.4,20.772869,Transit,HIP 9618,2023
HIP 9618 c,3.3415,7.9,52.563615,Transit,HIP 9618,2023
HIP 97166 b,2.63881,19.55,10.28891,Transit,HIP 97166,2021
HR 858 b,2.004,3.55,3.58529,Transit,HR 858,2019
HR 858 c,1.979,3.8,5.973865,Transit,HR 858,2019
HR 858 d,2.07546646,7.1,11.23046047708,Transit,HR 858,2019
HR 8799 b,9.8627,2000.0,170000.0,Imaging,HR 8799,2008
HR 8799 c,12.1045,3000.0,69000.0,Imaging,HR 8799,2008
HR 8799 d,11.54405,3000.0,39313.770000000004,Imaging,HR 8799,2008
HR 8799 e,11.601315,3178.3,19407.8,Imaging,HR 8799,2010
K2-10 b,3.83,26.1,19.30517,Transit,K2-10,2015
K2-100 b,3.57,14.9,1.6739012,Transit,K2-100,2016
K2-105 b,3.4740349999999998,22.7,8.2669897,Transit,K2-105,2017
K2-107 b,15.98,266.9772,3.3139205,Transit,K2-107,2017
K2-108 b,5.33,59.4,4.733999,Transit,K2-108,2017
K2-110 b,2.558,16.7,13.86375,Transit,K2-110,2017
K2-111 b,1.82,5.49,5.3518,Transit,K2-111,2017
K2-113 b,12.14,410.0007,5.8176471,Transit,K2-113,2017
K2-114 b,10.690000000000001,638.83509807,11.390961764484999,Transit,K2-114,2017
K2-115 b,11.67652834,293.991945535,20.2729914,Transit,K2-115,2017
K2-12 b,2.385,5.2,8.28226805,Transit,K2-12,2015
K2-121 b,7.511995,51.0,5.185758,Transit,K2-121,2017
K2-131 b,1.7,6.5,0.36930571984,Transit,K2-131,2017
K2-132 b,12.206601,155.7367,9.172616,Transit,K2-132,2017
K2-136 b,1.014,4.3,7.975292,Transit,K2-136,2017
K2-136 c,3.03,18.1,17.30709655,Transit,K2-136,2017
K2-136 d,1.55,3.0,25.575,Transit,K2-136,2017
K2-137 b,0.765,158.915,0.17971700000000002,Transit,K2-137,2017
K2-138 b,1.51,2.8200000000000003,2.35321,Transit,K2-138,2017
K2-138 c,2.299,6.27,3.559955,Transit,K2-138,2017
K2-138 d,2.46,4.35,5.404815,Transit,K2-138,2017
K2-138 e,3.299985,13.54,8.26146,Transit,K2-138,2017
K2-138 f,2.81,2.05,12.75758,Transit,K2-138,2017
K2-138 g,3.0965,3.4400000000000004,41.96645,Transit,K2-138,2021
K2-139 b,9.26802368,123.00021,28.382206,Transit,K2-139,2017
