pl_name,pl_rade,pl_bmasse,pl_orbper,discoverymethod,hostname,disc_year
WASP-34 b,13.53379,183.228995,4.31768,Transit,WASP-34,2010
WASP-35 b,14.79594,225.6593,3.16156995,Transit,WASP-35,2011
WASP-36 b,14.3588645,729.73768,1.5373653,Transit,WASP-36,2011
WASP-37 b,13.00244,559.3688,3.57747894,Transit,WASP-37,2010
WASP-38 b,12.263,858.915075,6.87188,Transit,WASP-38,2010
WASP-39 b,14.336311,88.9924,4.05528043,Transit,WASP-39,2011
WASP-4 b,15.12091496,383.93768420000004,1.3382315,Transit,WASP-4,2007
WASP-41 b,13.338709999999999,298.7602,3.0524016449999998,Transit,WASP-41,2012
WASP-42 b,12.0105835,159.23283,4.9816819,Transit,WASP-42,2012
WASP-43 b,11.276254,603.56217,0.81347408,Transit,WASP-43,2011
WASP-44 b,12.3299,277.78342,2.4238109850000003,Transit,WASP-44,2011
WASP-45 b,11.948794,318.78349,3.1260876,Transit,WASP-45,2011
WASP-46 b,13.173408155,607.0553,1.43037035,Transit,WASP-46,2011
WASP-47 b,12.675,363.1,4.1591492,Transit,WASP-47,2012
WASP-47 d,3.5780000000000003,14.2,9.03077,Transit,WASP-47,2015
WASP-47 e,1.804,8.03,0.789597,Transit,WASP-47,2015
WASP-48 b,18.38637941,311.46,2.14363568,Transit,WASP-48,2011
WASP-49 b,12.498035,123.474585,2.781737472095,Transit,WASP-49,2012
WASP-5 b,13.047276,502.15,1.62842953,Transit,WASP-5,2008
WASP-50 b,12.996846999999999,466.828704,1.95509315621,Transit,WASP-50,2011
WASP-52 b,14.237715,146.2,1.74978117,Transit,WASP-52,2012
WASP-53 b,12.235044405,677.61356,3.3098436,Transit,WASP-53,2017
WASP-54 b,18.11911,192.60498,3.69361995,Transit,WASP-54,2012
WASP-55 b,14.72930032,186.2474465,4.465631,Transit,WASP-55,2012
WASP-56 b,12.240114,181.473,4.6170654,Transit,WASP-56,2012
WASP-57 b,11.76945,204.68252,2.83891856,Transit,WASP-57,2012
WASP-58 b,15.358165,285.72917,5.0172132000000005,Transit,WASP-58,2012
WASP-59 b,8.6869875,274.276,7.919585,Transit,WASP-59,2012
WASP-6 b,13.207493555,153.82972,3.36100237,Transit,WASP-6,2009
WASP-60 b,9.86392,169.08225,4.305002050000001,Transit,WASP-60,2012
WASP-61 b,13.89916,654.7158999999999,3.855898,Transit,WASP-61,2012
WASP-62 b,15.4706,180.84122000000002,4.411939235,Transit,WASP-62,2012
WASP-63 b,15.490712295000002,117.5971,4.37808205,Transit,WASP-63,2012
WASP-64 b,14.247,396.00771499999996,1.573290277,Transit,WASP-64,2012
WASP-65 b,12.464408,491.03909999999996,2.311421195,Transit,WASP-65,2013
WASP-66 b,15.58051,742.1330499999999,4.08605194,Transit,WASP-66,2012
WASP-67 b,14.10377302,133.48579999999998,4.614416520000001,Transit,WASP-67,2012
WASP-68 b,13.89958,304.16331,5.0843,Transit,WASP-68,2014
WASP-69 b,11.847913,82.632,3.868138845,Transit,WASP-69,2014
WASP-7 b,14.90797,308.29510000000005,4.9546417,Transit,WASP-7,2008
WASP-70 A b,13.047,188.628255,3.7130203,Transit,WASP-70 A,2014
WASP-71 b,15.13212395,693.1855254899999,2.90367535,Transit,WASP-71,2012
WASP-72 b,14.24,491.3866315,2.2167420499999997,Transit,WASP-72,2012
WASP-73 b,13.31310659,597.5,4.0872906,Transit,WASP-73,2014
WASP-74 b,15.745318000000001,281.27955,2.1377506,Transit,WASP-74,2015
WASP-75 b,14.235215,340.545795,2.4841973800000003,Transit,WASP-75,2013
WASP-76 b,20.68056939,286.68122311499997,1.80988158,Transit,WASP-76,2016
WASP-77 A b,13.56289,559.3808,1.3600293075,Transit,WASP-77 A,2012
WASP-78 b,19.055,278.09540000000004,2.17518,Transit,WASP-78,2012
WASP-79 b,17.999793359999998,270.1555,3.66239178108,Transit,WASP-79,2012
WASP-8 b,11.635,711.9392,8.158724809999999,Transit,WASP-8,2010
WASP-80 b,10.861536999999998,174.8,3.0678527,Transit,WASP-80,2012
WASP-81 b,15.285913465,231.69807,2.71647985,Transit,WASP-81,2017
WASP-82 b,18.604715,394.1092,2.705785,Transit,WASP-82,2015
WASP-83 b,11.65736,96.143575,4.9712917,Transit,WASP-83,2015
WASP-84 b,10.72,220.2825,8.523496300000001,Transit,WASP-84,2014
WASP-84 c,3.4685550000000003,15.2,1.4468921,Transit,WASP-84,2023
WASP-85 A b,11.1,402.05495,2.6556771,Transit,WASP-85 A,2016
WASP-87 b,15.197030585,692.8694,1.68279424,Transit,WASP-87,2016
WASP-88 b,18.752734475,177.98,4.9540010500000005,Transit,WASP-88,2014
WASP-89 b,11.65736,1859.3055,3.3564227,Transit,WASP-89,2015
WASP-90 b,17.489521455000002,200.2329,3.9162527000000003,Transit,WASP-90,2016
WASP-91 b,11.748384645,425.8922,2.79857949,Transit,WASP-91,2017
WASP-92 b,14.23187097,255.85315,2.1746742,Transit,WASP-92,2016
WASP-93 b,17.900773,467.2101,2.73253665,Transit,WASP-93,2016
WASP-94 A b,19.27974,144.93048,3.9501954,Transit,WASP-94 A,2014
WASP-95 b,13.632871335,382.66732,2.1846678743599997,Transit,WASP-95,2014
WASP-96 b,13.78704626,152.55,3.4252567,Transit,WASP-96,2014
WASP-97 b,12.724129999999999,420.48909,2.0727599000000003,Transit,WASP-97,2014
WASP-98 b,12.49244502,269.51984,2.96264036,Transit,WASP-98,2014
WASP-99 b,12.32995,883.53,5.75257972138,Transit,WASP-99,2014
WD 1856+534 b,10.4,4386.054,1.407938716665,Transit,WD 1856+534,2020
WTS-1 b,16.7,1274.44,3.352057,Transit,WTS-1,2012
WTS-2 b,15.277867,379.80685,1.0187068,Transit,WTS-2,2014
Wendelstein-1 b,12.623349659999999,188.15536,2.663415695935,Transit,Wendelstein-1,2020
Wendelstein-2 b,16.655619225,232.33373,1.752220457555,Transit,Wendelstein-2,2020
Wolf 327 b,1.3684765300000001,2.53,0.573475525945,Transit,Wolf 327,2024
Wolf 503 b,2.0365,6.265,6.00127,Transit,Wolf 503,2018
XO-1 b,13.518054,290.17879,3.941509825,Transit,XO-1,2006
XO-2 N b,11.1472685,184.18248499999999,2.6158597400000003,Transit,XO-2 N,2007
XO-3 b,14.896761000000001,3753.49445,3.1915272999999997,Transit,XO-3,2007
XO-4 b,14.684805,493.58999,4.1250679,Transit,XO-4,2010
XO-5 b,12.4308905,336.568,4.187756255,Transit,XO-5,2008
XO-6 b,20.510415000000002,1398.452,3.7649932,Transit,XO-6,2016
XO-7 b,15.389957,225.499819485,2.86414005,Transit,XO-7,2019
ZTF J1230-2655 b,13.78704626,7024.0077947,0.23597766,Transit,ZTF J1230-2655,2025
ZTF J1828+2308 b,11.13051784,6356.56814,0.1120067,Transit,ZTF J1828+2308,2025
bet Pic b,17.647425,3146.517,7955.0,Imaging,bet Pic,2008
pi Men c,2.042,4.3,6.267852,Transit,HD 39091,2018
